customer_tweet_id,customer_message,intent,predicted_intent,intent_confidence,escalation,predicted_escalation,best_similarity,draft_reply
1989558.0,@119332 @115990 Don't go to #Sprint. They really suck. 😫😩😠😡😖😣☹️🙁😕,General Complaint / Other,General Complaint / Other,0.3767397837092669,Human,Human,1.0000000000000002,"@588792 If you have concerns that needs addressing, please let us know.  We are happy to assist with resolving your concerns. https://t.co/rMApsV8PQY"
253188.0,I like how @115714 tried to charge bæ for 2 months AFTER he disconnected his line 2 yrs ago. &amp; now have debt collectors bugging. 😑,Billing / Payment,Billing / Payment,0.7133651447293303,Human,Human,1.0000000000000002,"@176189 Sorry 2 know leaving Sprint was the option taken. Please know, 4 info &amp; help, u can advise that we're available here going forward 4him. -MM"
1923463.0,@sprintcare WHO THE HELL HAD THE IDEA TO DO MAINTENANCE ON A RELEASE DAY???? STUPID!!!!!!!!,Website / App Issue,General Complaint / Other,0.5510644666163832,Auto,Auto,1.0000000000000002,@572508 We understand your concerns. Please try again using the website 'https://t.co/0qBF3Cekat' as maintenance is now complete. -JC
1923697.0,"@115911 Thank you! Here I come!

.@115714 .@sprintcare FINAL STRAW GUYS, 20 YEAR CUSTOMER!",General Complaint / Other,General Complaint / Other,0.43862698138962963,Human,Human,1.0,"@572598 Hi there! We saw your Tweet and we would like to help. Please send us a Direct Message, so that we can further assist you. - JL https://t.co/rMApsV8PQY"
1351170.0,@115714 upset. Was on phone for 35 min for a third time and almost done ordering the new iPhone and my call gets dropped. I haven’t moved!,Customer Service Issue,Order / Upgrade / iPhone,0.8708924942580635,Human,Auto,1.0000000000000002,@435075 I get what you’re saying. Please send us a Direct Message so that we can further assist you. - CE
284629.0,@sprintcare paying a bill is like a car payment. Can’t get no where and you don’t offer anything of loyal customers!! Can’t afford this,Billing / Payment,Billing / Payment,0.949830295096523,Human,Human,1.0000000000000002,@183799 Hello there! Is there anything we can assist you with today? Please let us know. We're always here eager to assist. - KP
624763.0,"@sprintcare I have the iphone in my cart, but the cart won't load. WHY",Website / App Issue,Order / Upgrade / iPhone,0.9059068799889913,Auto,Auto,1.0000000000000002,@268305 We apologize for the slow process. Our servers are congested for the high traffic. Are you still experiencing issues with our website? -LR.
1827792.0,@sprintcare No.,General Complaint / Other,General Complaint / Other,0.9808049887899307,Auto,Auto,1.0,@319522 Hey there! Are you inquiring about the cost of our Sprint Unlimited Freedom Plan? -JC
334279.0,@115714 https://t.co/1dt2Kfn152,General Complaint / Other,General Complaint / Other,0.9611367745985804,Human,Auto,1.0000000000000002,@181845 Send us a DM so we can further assist. - SP
2554473.0,"@ATT, please put competent people on the phone. Don’t put someone on the phone that’s going to claim that research shows they have the best service! I’m quite sure you paid for that research. Learn how business works!! @115725 @115714 @115911 Can you do better!",Customer Service Issue,Device / Technical Issue,0.7249704977071026,Human,Auto,1.0,"@725426 Well, we offer the best pricing on Unlimited plans. Plus you can get your favorite cellphone at 50% off, 10 GB of Mobile Hotspot and HULU! Waste no more time! Visit https://t.co/y5KU4cSsLx - JM"
962563.0,@115714 everywhere I go our service is so slow and low.... for the price I pay.. I expect better...,Network / Connectivity,Billing / Payment,0.954337076806558,Human,Human,1.0000000000000002,"@348407 Please send us a Direct Message, so that we can further assist you. -AL"
2679539.0,If @115714 don’t stay out of my inbox about the iPhone X. #NotOneMoreDime https://t.co/yEb8UUI8ah,Order / Upgrade / iPhone,Order / Upgrade / iPhone,0.9220204188730742,Auto,Auto,1.0,@293250 Is there anything we can help you with? Please let us know. - LP
519064.0,@115714 #Offline Fix yo shit please. @49552,Network / Connectivity,General Complaint / Other,0.5768227569055212,Human,Auto,1.0,"@239763 This type of comments concern us, we'd like to know what happen. Please, send us a DM with more details on what makes you feel this way. - CE https://t.co/rMApsV8PQY"
1317133.0,"@sprintcare Again, I'm not receiving text messages on my Galaxy S8+ @134924 This is happening on other providers too!",Network / Connectivity,Website / App Issue,0.7283274482374184,Human,Auto,1.0000000000000002,"@427659 Thank you so much for reaching out to us, we do apologize for this inconvenience. Since when is this occurring? -JM"
1967452.0,FYI #sprint sucks!!,General Complaint / Other,General Complaint / Other,0.5576436880342777,Human,Auto,1.0,"@583004 Hi there! I am a resolution supervisor at Sprint, and I saw your concerns above. Please send us a DM, so that we can further assist you. -CS"
147671.0,@115714 Not grateful for awful service sprint! Canceling today,Cancellation / Switching / Retention,Cancellation / Switching / Retention,0.6573383901139365,Human,Human,1.0000000000000002,@149565 We would hate to see you go. That's not the way we want our customers to feel. Give us the opportunity to take a look at your concern from here. Please send us a Direct Message so that we can further assist you and review that bill. -LR. https://t.co/rMApsV8PQY
2251719.0,It’s really sad about @sprintcare because they're causing a huge mess and loss of a long time customer over a $15 per month overcharge and a $100 credit that was not applied to the account.,Billing / Payment,Billing / Payment,0.5681678918185951,Human,Human,1.0000000000000002,@655926 We can't make any changes to a device outside of the 14day satisfaction guarantee.
1170762.0,"@sprintcare fuck sprint , they worst then metro pcs &amp; boost",General Complaint / Other,General Complaint / Other,0.5490490001232097,Human,Auto,1.0000000000000002,@280056 Have a good day! -FR
2203953.0,@644430 @115714 $22 per month,Billing / Payment,General Complaint / Other,0.4144828694106051,Human,Human,1.0,"@644431 Hi there. Please send us a Direct Message, so that we can further assist you. --RB"
933929.0,I was just hoping I could return 1 of the 6Plus I have on my account and keep this phone I just bought so I don’t take a loss on my upgrade. https://t.co/6J8iawiLM3,Order / Upgrade / iPhone,Order / Upgrade / iPhone,0.667707399134076,Human,Auto,1.0000000000000002,@233092 Otherwise you'll end up with a large bill for not replacing the leased phone.
2372542.0,@115714 I wish you would know how incredibly frustrating it is to speak with your customer service reps from the Philippines. Simple questions with no help.,Customer Service Issue,Network / Connectivity,0.44627100221169724,Human,Human,1.0000000000000002,@684506 We can assist you here!  Shoot us a direct message and we'll gladly help you or you can also reach our E-chat at https://t.co/6pfcByi97Q.
2039220.0,@115714 Thanks to your neglect now my account @116035 incurred an NSF fee,Billing / Payment,Billing / Payment,0.49745659456402896,Human,Human,1.0,@602954 Thank you for reaching out to us. Can you please elaborate on what NSF fee you are referring about?  We are here to assist you. -KF https://t.co/rMApsV8PQY
1889441.0,"@sprintcare You assholes are why I am visiting ATT today! I am well beyond my contract and you treaty me like a dummy? Wow! Bullies, not support!",Customer Service Issue,Cancellation / Switching / Retention,0.8404207324544946,Human,Human,1.0000000000000004,"@476754 We made a suggestion based on the info we had, we never meant to imply anything except offer support. Pm us if you would like us to help"
