customer_tweet_id,customer_message,intent,predicted_intent,intent_confidence,escalation,predicted_escalation,best_similarity,draft_reply
1989558.0,@119332 @115990 Don't go to #Sprint. They really suck. 😫😩😠😡😖😣☹️🙁😕,General Complaint / Other,General Complaint / Other,0.3516349957502563,Human,Human,0.40960507201238827,"@494820 Hey there, what seems to be the issue? -AS"
253188.0,I like how @115714 tried to charge bæ for 2 months AFTER he disconnected his line 2 yrs ago. &amp; now have debt collectors bugging. 😑,Billing / Payment,Billing / Payment,0.6496070238094882,Human,Human,0.2822488757147264,@487676 Have you done a factory reset or gotten new SIM cards?
1923463.0,@sprintcare WHO THE HELL HAD THE IDEA TO DO MAINTENANCE ON A RELEASE DAY???? STUPID!!!!!!!!,Website / App Issue,General Complaint / Other,0.4871193160414873,Auto,Auto,0.3847707208477349,@434346 Hi there! We do apologize for the inconvenient. We were experiencing some problems with our website but it has been resolved. -SV
1923697.0,"@115911 Thank you! Here I come!

.@115714 .@sprintcare FINAL STRAW GUYS, 20 YEAR CUSTOMER!",General Complaint / Other,General Complaint / Other,0.3498377972003457,Human,Human,0.40684043723486363,"@429657 I'm sorry for the trouble, let's get this fixed for you. Are you still having issues preordering the device? -SA"
1351170.0,@115714 upset. Was on phone for 35 min for a third time and almost done ordering the new iPhone and my call gets dropped. I haven’t moved!,Customer Service Issue,Order / Upgrade / iPhone,0.8399824836981443,Human,Auto,0.3663103968602273,"@217320 This is very concerning to us. We need to look into this right away.Please send us a Direct Message, so that we can further assist you. -KF https://t.co/rMApsV8PQY"
284629.0,@sprintcare paying a bill is like a car payment. Can’t get no where and you don’t offer anything of loyal customers!! Can’t afford this,Billing / Payment,Billing / Payment,0.965150269832605,Human,Human,0.3535523149648689,@293999 Hi there! What promotion are you referring to? Please let us know. - MF
624763.0,"@sprintcare I have the iphone in my cart, but the cart won't load. WHY",Website / App Issue,Order / Upgrade / iPhone,0.633648135672749,Auto,Auto,0.6183920893296566,"@427245 I'm sorry for the trouble, the website is in maintenance until 3:00AM central time. We appreciate your patience. -DC"
1827792.0,@sprintcare No.,General Complaint / Other,General Complaint / Other,0.7848111100888455,Auto,Auto,1.0,"@409759 This sounds concerning. Send us a Direct Message, so that we can further assist you. What exactly are you experiencing? -SD"
334279.0,@115714 https://t.co/1dt2Kfn152,General Complaint / Other,General Complaint / Other,0.9503466375375353,Human,Auto,1.0000000000000002,"@709350 Hey, what's going? I'm here to assist! - AW"
2554473.0,"@ATT, please put competent people on the phone. Don’t put someone on the phone that’s going to claim that research shows they have the best service! I’m quite sure you paid for that research. Learn how business works!! @115725 @115714 @115911 Can you do better!",Customer Service Issue,Cancellation / Switching / Retention,0.5340511293647612,Human,Human,0.26152826528371165,@651861 Good morning.  Please send us a DM explaining the nature of your concern.  thank you. -Felicia R
962563.0,@115714 everywhere I go our service is so slow and low.... for the price I pay.. I expect better...,Network / Connectivity,Billing / Payment,0.9402601440821275,Human,Human,0.627098146892183,"@368637 Hi Klee, we would like to take a look into this. Please DM us more. -AC"
2679539.0,If @115714 don’t stay out of my inbox about the iPhone X. #NotOneMoreDime https://t.co/yEb8UUI8ah,Order / Upgrade / iPhone,Order / Upgrade / iPhone,0.6934529279358773,Auto,Auto,0.35550976688018904,"@251683 Hello! Please send us a DM, due to character limitations we won't be able to further assist you. -MH"
519064.0,@115714 #Offline Fix yo shit please. @49552,Network / Connectivity,General Complaint / Other,0.5553570532875148,Human,Auto,0.4752533832210749,"@173003 Hello there! This concerns us, and we'd like to assist. Please follow us and send us a Direct Message with a brief description of the issue you're experiencing. - RC"
1317133.0,"@sprintcare Again, I'm not receiving text messages on my Galaxy S8+ @134924 This is happening on other providers too!",Network / Connectivity,Website / App Issue,0.58563046001846,Human,Auto,0.5283814311637085,@772305 That's not what we like to read! Please send us a DM to further assist. - DB
1967452.0,FYI #sprint sucks!!,General Complaint / Other,General Complaint / Other,0.4564330497756434,Human,Auto,0.7374405398022441,@397161 Can you tell us why you feel this way? Please send us a DM so we can chat further. -ES
147671.0,@115714 Not grateful for awful service sprint! Canceling today,Cancellation / Switching / Retention,Cancellation / Switching / Retention,0.4611338518940175,Human,Human,0.5082887077117819,"@732107 Hey, please provide me with your contact number an a time best suitable to contact you. -Resolution Sup AM"
2251719.0,It’s really sad about @sprintcare because they're causing a huge mess and loss of a long time customer over a $15 per month overcharge and a $100 credit that was not applied to the account.,Billing / Payment,Billing / Payment,0.69834722177873,Human,Human,0.2636634922349538,"@373767 Hi there! Please send us a DM and follow us at @Sprintcare, so that we can further assist you. -BJ https://t.co/rMApsV8PQY"
1170762.0,"@sprintcare fuck sprint , they worst then metro pcs &amp; boost",General Complaint / Other,General Complaint / Other,0.4665765571122138,Human,Auto,0.4390672324226796,@129473 Your post concerns us deeply. Please DM us so we can investigate. -ES
2203953.0,@644430 @115714 $22 per month,Billing / Payment,Billing / Payment,0.39742973650113156,Human,Human,0.8635294143170613,@505432 Where are you seeing that? - LP
933929.0,I was just hoping I could return 1 of the 6Plus I have on my account and keep this phone I just bought so I don’t take a loss on my upgrade. https://t.co/6J8iawiLM3,Order / Upgrade / iPhone,Order / Upgrade / iPhone,0.4807910450449806,Human,Auto,0.295165308400235,@725194 We are glad to know you did. Great piece of technology! -LC
2372542.0,@115714 I wish you would know how incredibly frustrating it is to speak with your customer service reps from the Philippines. Simple questions with no help.,Customer Service Issue,Network / Connectivity,0.39561974365551916,Human,Human,0.37540271310448725,@332295 This is really concerning to us. We would like to look into this for you. Can you let us know the issue you're experiencing? -PP
2039220.0,@115714 Thanks to your neglect now my account @116035 incurred an NSF fee,Billing / Payment,Billing / Payment,0.4585205052308307,Human,Human,0.567370222196186,@289066 Can you tell us what issue you had so that we can further assist you? -AH
1889441.0,"@sprintcare You assholes are why I am visiting ATT today! I am well beyond my contract and you treaty me like a dummy? Wow! Bullies, not support!",Customer Service Issue,Cancellation / Switching / Retention,0.9940524165199227,Human,Human,0.3351777345245911,"@545809 Pokémon trainers can pass by our pokéstops in order to ask for promotions, for example: the Phone skins. - JP"
1837979.0,Thanks again @sprintcare charged for an upgrade I never received and Made my phone ineligible for upgrade til 2019,Billing / Payment,Order / Upgrade / iPhone,0.7842618498541019,Human,Auto,0.49184168791580163,@453435 Please send us a PM so we can look into this and further assist you. -R.A
1812477.0,@sprintcare It won’t connect to the cellular network. I spent an hour chatting with someone last night trying to resolve this issue to no avail.,Network / Connectivity,Cancellation / Switching / Retention,0.2130759250605132,Human,Human,0.2859784042552266,"@345450 We'd love to help. The only way we can confirm your issues to provide any assistance, is to access your old account. -RID"
2697398.0,Looks like I have to deal with @sprintcare once again today 🤦🏽‍♂️,General Complaint / Other,Customer Service Issue,0.3051750668875041,Human,Human,0.5150014001594029,"@215006 Hey! Visit: https://t.co/DyvyNSpLMO to see this and the rest of our available phones. For any question, you may use our Live Chat. - SB"
383629.0,"What if @115714's website only worked as well as their customer service reps? Oh, wait...",Website / App Issue,Website / App Issue,0.7814814409674165,Human,Auto,0.44449221569095004,"@440253 Hey Bryan, It seems like you are experiencing some issues with our website, can you send me a Dm. -KJ"
1473490.0,@sprintcare Yes most definitely,Customer Service Issue,General Complaint / Other,0.5213011839302497,Human,Auto,0.766748765833053,@527627 Please send us a DM so we can send the secure link.
2772537.0,@sprintcare So pretty much if you have been loyal to sprint you get literally get nothing? Wow that's great,Customer Service Issue,General Complaint / Other,0.34720930147804113,Human,Human,0.35029406339397823,"@555881 Wow! what's going on? What's you feel this way about us? Please send us a Direct Message, so that we can further assist you. -KF"
1927446.0,@115714  11 minutes and no one has answered..... seriously ?!?!?,Device / Technical Issue,Customer Service Issue,0.303350990839363,Human,Human,0.3734515508378406,"@214774 Yes, this is an estimated date. Once your order have been placed, after 24 hours you can track your device at https://t.co/RDgqxv7W9w -K.C"
1772060.0,"@sprintcare @116447 Thank you so much (if this is Lisa; i left a VM, you can disregard).  :)",Billing / Payment,General Complaint / Other,0.49392057205569456,Human,Auto,0.38773278301962555,@171793 Contacting you to ensure your network coverage is addressed. https://t.co/rMApsV8PQY
1086530.0,"@115911 customers get free Netflix, @ATT customers get free HBO. @115714 whatcha got for us? 🤔 #Sprint #Netflix #HBO",General Complaint / Other,Cancellation / Switching / Retention,0.6998571106682789,Human,Human,0.5852337746713039,@365668 Hello! Do you need our assistance? - AP
492758.0,"Any lawyers wanna take on @115714, could be class action. Locking paid phones false collections, retaliation for changing carriers. DM ME!",Order / Upgrade / iPhone,Billing / Payment,0.35442883285658555,Auto,Human,0.26089953378167213,"@354253 Hi, we definitely want to work with you on this. Follow us @sprintcare and please send us a DM in order to further assist you. -Y.F."
1402344.0,@sprintcare You’re saying once they hit you’ll remove them permanently?,Website / App Issue,General Complaint / Other,0.3324074684199295,Auto,Human,0.5801014255585005,@426804 YAY! YAY! good to hear this have a blessed day! -FR
1316011.0,"@115714 once again your shitty site crashes, just like last year 🙄 https://t.co/eWOotqIAUn",General Complaint / Other,Website / App Issue,0.2743407962884854,Human,Human,0.4473718008824188,"@572640 Hey! We'd like to provide you with other ways to pre-order, please give us a DM for us to further assist you! - FL https://t.co/rMApsV8PQY"
2969047.0,@116447 @115714 I have never experienced this level of customer disservice before. 5 hours trying to get the right dept. to help.,Order / Upgrade / iPhone,Customer Service Issue,0.4029623844186469,Human,Human,0.30089589123102656,"@369403 This is concerning for us to hear. Please send us a DM, so that we can further assist you. -SD"
802728.0,@sprintcare That's just it. You don't actually want to assist your customers. You just want their money,Billing / Payment,Billing / Payment,0.7880878075616814,Human,Human,0.45882086810064415,"@116173 Hi, your issues was brought to my attention. I would like to assist you. Send us a DM. -ResolutionSup SR"
2454201.0,My screen is cracked i can’t even check twitter properly:/ yo @115714 hook me up with iPhone X 🙏🏽@115858,Customer Service Issue,Order / Upgrade / iPhone,0.4310584921988061,Human,Human,0.35538421530707137,"@775479 Hello there. You would need to return the device in good working condition or pay a device damage fee, which you can verify by visiting a nearby store using: https://t.co/X1DpDgk1EU . - JF"
1465531.0,@115714 When I log in to sprint it tells me $43 a month. What gives?,Network / Connectivity,Billing / Payment,0.40182721670226407,Human,Human,0.6167352405271131,@514591 (1/2) Hi there! Thanks for bringing this to our attention. We would love to look into that for you. - WR
2587689.0,@115714 New customers and Actual customers 🙄hello https://t.co/u3hSBlxCN2,Billing / Payment,General Complaint / Other,0.6853378684513487,Human,Auto,0.4075581015383663,"@803489 Hi there. To verify if you are eligible for an upgrade and a new device, please visit https://t.co/KDKMy1BbDn and login with your username. Here you will also find all the offers available for said new devices. - JF"
2362045.0,i want my iPhone X already :(( @115714,Billing / Payment,Order / Upgrade / iPhone,0.8657023090915945,Human,Auto,0.6672389306722437,"@203760 That's not the type of idea we want you to have. What seems to be the issue? Let us know, we have great deals for you! - DB"
2642864.0,@sprintcare I also clicked the “contact us” and was waiting on a chat that wouldn’t load.,Network / Connectivity,Customer Service Issue,0.7491011904849132,Human,Auto,0.2573045411072399,"@461548 Perfect! If you need anything else, just let us know! :) -PB."
1958109.0,This has been going on since when? 2013? #Sprint #TMobile,Network / Connectivity,Cancellation / Switching / Retention,0.7613868200594047,Human,Human,0.44091947485264127,"@245435 We have many deals available, including the one mentioned. To verify the best one for you, call our Telesales team at : 800-777-4681. - JF"
1320686.0,@116447 I hope you’re paying close attn to how your team handled the iPhone X launch. I’m using this downtime to shop other carriers.,Network / Connectivity,Billing / Payment,0.4936475502449477,Human,Human,0.32802856223789745,@271464 It definitely will. We look forward to speaking to you!
1026605.0,@145599 @115714 @76319 @76320 @7555 @7554 @320357 @76321 @76322 @76323 @36269 ...and you make the most loyal customer to keep paying top $$$$,Network / Connectivity,Billing / Payment,0.699440644640937,Human,Human,0.3546157985047885,"@492327 This is very concerning to us, we're here to help. Please send us a Direct Message, so that we can further assist you. - NR"
1762698.0,@sprintcare Why is there no option to email for account support? Chat agent useless and unable to assist. I don't want to talk on the phone.,Customer Service Issue,Cancellation / Switching / Retention,0.40481114449903155,Human,Human,0.35658434629614955,"@350153 Please follow us on twitter, so that we can continue to assist you. -JC"
